name,description,year,manufacturer,romof,cloneof,sampleof,is_runnable,is_device,is_bios,is_mechanical,use_chds,driver,driver_status,display_type,display_rotate,display_width,display_height,display_orientation,sourcefile
"mushik4e","Mushiking The King Of Beetles - Mushiking IV / V / VI (World)","2007",Sega,naomi,-,-,YES,NO,NO,NO,NO,naomi.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,naomi.cpp
"mushi2k4","Mushiking The King Of Beetles 2004 Second (Japan)","2004",Sega,naomi,-,-,YES,NO,NO,NO,NO,naomi.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,naomi.cpp
"mushi2k5","Mushiking The King Of Beetles 2005 First (Japan)","2005",Sega,naomi,-,-,YES,NO,NO,NO,NO,naomi.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,naomi.cpp
"mushi2k62","Mushiking The King Of Beetles 2006 Second (Japan)","2006",Sega,naomi,-,-,YES,NO,NO,NO,NO,naomi.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,naomi.cpp
musicbal,"Music Ball","1988","Tecfri / Desystem S.A.",-,-,-,YES,NO,NO,NO,NO,speedbal.cpp,BUONO,RASTER,"270",256,224,VERTICAL,speedbal.cpp
shoottv,"Must Shoot TV (prototype)","199?","Incredible Technologies",-,-,-,YES,NO,NO,NO,NO,"itech32.cpp",BUONO,RASTER,"0",384,240,HORIZONTAL,"itech32.cpp"
mustache,"Mustache Boy (Japan)","1987","Seibu Kaihatsu (March license)",-,-,-,YES,NO,NO,NO,NO,mustache.cpp,BUONO,RASTER,"90",240,248,VERTICAL,mustache.cpp
mutantf,"Mutant Fighter (World ver EM-5)","1991","Data East Corporation",-,-,-,YES,NO,NO,NO,NO,cninja.cpp,INCOMPLETO,RASTER,"0",320,240,HORIZONTAL,cninja.cpp
mnight,"Mutant Night","1987",UPL,-,-,-,YES,NO,NO,NO,NO,"ninjakd2.cpp",BUONO,RASTER,"0",256,192,HORIZONTAL,"ninjakd2.cpp"
mutnat,"Mutation Nation (NGM-014 ~ NGH-014)","1992",SNK,neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo.cpp
mvp,"MVP (set 2, US) (FD1094 317-0143)","1989",Sega,-,-,-,YES,NO,NO,NO,NO,"segas16b.cpp",BUONO,RASTER,"0",320,224,HORIZONTAL,"segas16b.cpp"
"mx5000","MX5000","1987",Konami,-,-,-,YES,NO,NO,NO,NO,flkatck.cpp,BUONO,RASTER,"90",280,224,VERTICAL,flkatck.cpp
myhero,"My Hero (US, not encrypted)","1985","Coreland / Sega",-,-,-,YES,NO,NO,NO,NO,"system1.cpp",BUONO,RASTER,"0",512,224,HORIZONTAL,"system1.cpp"
mystston,"Mysterious Stones - Dr. John's Adventure","1984","Technos Japan",-,-,-,YES,NO,NO,NO,NO,mystston.cpp,BUONO,RASTER,"270",256,240,VERTICAL,mystston.cpp
mt_mystd,"Mystic Defender (Mega-Tech)","1989",Sega,megatech,-,-,YES,NO,NO,NO,NO,megatech.cpp,PRELIMINARE,RASTER,"0",256,224,HORIZONTAL,megatech.cpp
mysticm,"Mystic Marathon","1983",Williams,-,-,-,YES,NO,NO,NO,NO,williams.cpp,PRELIMINARE,RASTER,"0",276,240,HORIZONTAL,williams.cpp
mysticri,"Mystic Riders (World)","1992",Irem,-,-,-,YES,NO,NO,NO,NO,"m92.cpp",BUONO,RASTER,"0",320,240,HORIZONTAL,"m92.cpp"
mystwarr,"Mystic Warriors (ver EAA)","1993",Konami,-,-,-,YES,NO,NO,NO,NO,mystwarr.cpp,INCOMPLETO,RASTER,"0",288,224,HORIZONTAL,mystwarr.cpp
nsub,"N-Sub (upright)","1980",Sega,-,-,nsub,YES,NO,NO,NO,NO,vicdual.cpp,INCOMPLETO,RASTER,"270",256,224,VERTICAL,vicdual.cpp
nycaptor,"N.Y. Captor","1985",Taito,-,-,-,YES,NO,NO,NO,NO,nycaptor.cpp,INCOMPLETO,RASTER,"0",256,224,HORIZONTAL,nycaptor.cpp
"nagano98","Nagano Winter Olympics '98 (GX720 EAA)","1998",Konami,konamigv,-,-,YES,NO,NO,NO,YES,konamigv.cpp,INCOMPLETO,RASTER,"0",640,480,HORIZONTAL,konamigv.cpp
"nam1975","NAM-1975 (NGM-001 ~ NGH-001)","1990",SNK,neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo.cpp
"ncv1","Namco Classic Collection Vol.1","1995",Namco,-,-,-,YES,NO,NO,NO,NO,"namcond1.cpp",INCOMPLETO,RASTER,"90",288,224,VERTICAL,"namcond1.cpp"
"ncv2","Namco Classic Collection Vol.2","1996",Namco,-,-,-,YES,NO,NO,NO,NO,"namcond1.cpp",PRELIMINARE,RASTER,"90",288,224,VERTICAL,"namcond1.cpp"
namcostr,"Namco Stars","2000",Namco,-,-,-,YES,NO,NO,NO,NO,"seta2.cpp",PRELIMINARE,RASTER,"0",384,240,HORIZONTAL,"seta2.cpp"
nameclub,"Name Club (J 960315 V1.000)","1996",Sega,stvbios,-,-,YES,NO,NO,NO,NO,stv.cpp,PRELIMINARE,RASTER,"0",352,224,HORIZONTAL,stv.cpp
"nclubv2","Name Club Ver.2 (J 960315 V1.000)","1996",Sega,stvbios,-,-,YES,NO,NO,NO,NO,stv.cpp,PRELIMINARE,RASTER,"0",352,224,HORIZONTAL,stv.cpp
"nclubv3","Name Club Ver.3 (J 970723 V1.000)","1997",Sega,stvbios,-,-,YES,NO,NO,NO,NO,stv.cpp,PRELIMINARE,RASTER,"0",352,224,HORIZONTAL,stv.cpp
naname,"Naname de Magic! (Japan)","1994",Atlus,-,-,-,YES,NO,NO,NO,NO,ohmygod.cpp,BUONO,RASTER,"0",320,240,HORIZONTAL,ohmygod.cpp
nndmseal,"Nandemo Seal Iinkai","1997","I'Max / Jaleco",-,-,-,YES,NO,NO,NO,NO,"tetrisp2.cpp",PRELIMINARE,RASTER,"0",384,240,HORIZONTAL,"tetrisp2.cpp"
narc,"Narc (rev 7.00)","1988",Williams,-,-,-,YES,NO,NO,NO,NO,midyunit.cpp,BUONO,RASTER,"0",512,400,HORIZONTAL,midyunit.cpp
sgnascar,"NASCAR Racing (Rev A)","2000","Sega / Electronic Arts",hikaru,-,-,YES,NO,NO,NO,NO,hikaru.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,hikaru.cpp
nastar,"Nastar (World)","1988","Taito Corporation Japan",-,-,-,YES,NO,NO,NO,NO,taito_b.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,taito_b.cpp
natodef,"NATO Defense","1982","Pacific Novelty",-,-,natodef,YES,NO,NO,NO,NO,thief.cpp,BUONO,RASTER,"0",256,256,HORIZONTAL,thief.cpp
naughtyb,"Naughty Boy","1982",Jaleco,-,-,-,YES,NO,NO,NO,NO,naughtyb.cpp,BUONO,RASTER,"90",288,224,VERTICAL,naughtyb.cpp
nmouse,"Naughty Mouse (set 1)","1981","Amenip (Palcom Queen River)",-,-,-,YES,NO,NO,NO,NO,pacman.cpp,BUONO,RASTER,"90",288,224,VERTICAL,pacman.cpp
navarone,Navarone,"1980",Namco,-,-,-,YES,NO,NO,NO,NO,warpwarp.cpp,INCOMPLETO,RASTER,"90",272,224,VERTICAL,warpwarp.cpp
nbahangt,"NBA Hangtime (rev L1.1 04/16/96)","1996",Midway,-,-,-,YES,NO,NO,NO,NO,midwunit.cpp,BUONO,RASTER,"0",400,254,HORIZONTAL,midwunit.cpp
nbajam,"NBA Jam (rev 3.01 04/07/93)","1993",Midway,-,-,-,YES,NO,NO,NO,NO,midtunit.cpp,BUONO,RASTER,"0",400,254,HORIZONTAL,midtunit.cpp
nbajamex,"NBA Jam Extreme (ver. 1.10I)","1996",Acclaim,"coh1000a",-,-,YES,NO,NO,NO,NO,zn.cpp,INCOMPLETO,RASTER,"0",640,480,HORIZONTAL,zn.cpp
nbajamte,"NBA Jam TE (rev 4.0 03/23/94)","1994",Midway,-,-,-,YES,NO,NO,NO,NO,midtunit.cpp,BUONO,RASTER,"0",400,254,HORIZONTAL,midtunit.cpp
nbamht,"NBA Maximum Hangtime (rev L1.03 06/09/97)","1996",Midway,-,-,-,YES,NO,NO,NO,NO,midwunit.cpp,BUONO,RASTER,"0",400,254,HORIZONTAL,midwunit.cpp
nbapbp,"NBA Play By Play (ver JAA)","1998",Konami,-,-,-,YES,NO,NO,NO,NO,hornet.cpp,INCOMPLETO,RASTER,"0",512,384,HORIZONTAL,hornet.cpp
nbashowt,"NBA Showtime NBA on NBC (ver 2.0, Apr 25 1999)","1999","Midway Games",-,-,-,YES,NO,NO,NO,YES,vegas.cpp,BUONO,RASTER,"0",640,480,HORIZONTAL,vegas.cpp
nss_ncaa,"NCAA Basketball (Nintendo Super System)","1992","Sculptured Software Inc.",nss,-,-,YES,NO,NO,NO,NO,nss.cpp,PRELIMINARE,RASTER,"0",288,216,HORIZONTAL,nss.cpp
nebulray,"Nebulas Ray (World, NR2)","1994",Namco,-,-,-,YES,NO,NO,NO,NO,"namconb1.cpp",BUONO,RASTER,"90",288,224,VERTICAL,"namconb1.cpp"
neckneck,"Neck-n-Neck (v1.2)","1992","Bundra Games/Incredible Technologies",-,-,-,YES,NO,NO,NO,NO,"itech8.cpp",BUONO,RASTER,"0",400,240,HORIZONTAL,"itech8.cpp"
nemesis,"Nemesis (ROM version)","1985",Konami,-,-,-,YES,NO,NO,NO,NO,nemesis.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,nemesis.cpp
nemo,"Nemo (World 901130)","1990",Capcom,-,-,-,YES,NO,NO,NO,NO,"cps1.cpp",BUONO,RASTER,"0",384,224,HORIZONTAL,"cps1.cpp"
neobombe,"Neo Bomberman","1997",Hudson,neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo.cpp
neodrift,"Neo Drift Out - New Technology","1996",Visco,neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo.cpp
neomrdo,"Neo Mr. Do!","1996",Visco,neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo.cpp
"98best44","Neo Print - '98 NeoPri Best 44 (Japan) (T4i 3.07)","1998",SNK,-,-,-,YES,NO,NO,NO,NO,neoprint.cpp,PRELIMINARE,RASTER,"0",384,240,HORIZONTAL,neoprint.cpp
npcramen,"Neo Print - Chicken Ramen (Japan)","1996",SNK,-,-,-,YES,NO,NO,NO,NO,neoprint.cpp,PRELIMINARE,RASTER,"0",384,240,HORIZONTAL,neoprint.cpp
npfpit,"Neo Print - Fuyu Pri Iitoko-dori (Japan) (T4i 3.07)","1999",SNK,-,-,-,YES,NO,NO,NO,NO,neoprint.cpp,PRELIMINARE,RASTER,"0",384,240,HORIZONTAL,neoprint.cpp
npmillen,"Neo Print - Millennium Multi Shot Edition (World) (T4i 3.07)","1999",SNK,-,-,-,YES,NO,NO,NO,NO,neoprint.cpp,PRELIMINARE,RASTER,"0",384,240,HORIZONTAL,neoprint.cpp
npotogib,"Neo Print - Otogibanashi (Japan) (T4i 3.00)","1997",SNK,-,-,-,YES,NO,NO,NO,NO,neoprint.cpp,PRELIMINARE,RASTER,"0",384,240,HORIZONTAL,neoprint.cpp
"npscv1","Neo Print - Senyou Cassette Ver. 1 (Japan)","1996",SNK,-,-,-,YES,NO,NO,NO,NO,neoprint.cpp,PRELIMINARE,RASTER,"0",384,240,HORIZONTAL,neoprint.cpp
"npsprg98","Neo Print - Spring '98 (T4i 3.07)","1998",SNK,-,-,-,YES,NO,NO,NO,NO,neoprint.cpp,PRELIMINARE,RASTER,"0",384,240,HORIZONTAL,neoprint.cpp
"npsprgv4","Neo Print - Spring Ver. 4 (Japan) (T4f 1.00)","1997",SNK,-,-,-,YES,NO,NO,NO,NO,neoprint.cpp,PRELIMINARE,RASTER,"0",384,240,HORIZONTAL,neoprint.cpp
npskv,"Neo Print - Suizokukan Version (Japan) (T4i 2.00)","1997",SNK,-,-,-,YES,NO,NO,NO,NO,neoprint.cpp,PRELIMINARE,RASTER,"0",384,240,HORIZONTAL,neoprint.cpp
npusagif,"Neo Print - Usagi Frame (Japan) (T4i 3.07)","1997",SNK,-,-,-,YES,NO,NO,NO,NO,neoprint.cpp,PRELIMINARE,RASTER,"0",384,240,HORIZONTAL,neoprint.cpp
neoprint,"Neo Print (Japan) (T2d)","1996",SNK,-,-,-,YES,NO,NO,NO,NO,neoprint.cpp,PRELIMINARE,RASTER,"0",384,240,HORIZONTAL,neoprint.cpp
"npssr2","Neo Print Special: Sekai Ryokou 2 (Japan)","1996",SNK,-,-,-,YES,NO,NO,NO,NO,neoprint.cpp,PRELIMINARE,RASTER,"0",384,240,HORIZONTAL,neoprint.cpp
"npcartv1","Neo Print V1 (World) (E1a)","1996",SNK,-,-,-,YES,NO,NO,NO,NO,neoprint.cpp,PRELIMINARE,RASTER,"0",384,240,HORIZONTAL,neoprint.cpp
turfmast,"Neo Turf Masters / Big Tournament Golf","1996",Nazca,neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo.cpp
"neocup98","Neo-Geo Cup '98 - The Road to the Victory","1998",SNK,neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo.cpp
ngbc,"NeoGeo Battle Coliseum","2005","Sammy / SNK Playmore",awbios,-,-,YES,NO,NO,NO,NO,naomi.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,naomi.cpp
nprsp,"NeopriSP Retro Collection (Japan)","1996",SNK,-,-,-,YES,NO,NO,NO,NO,neoprint.cpp,PRELIMINARE,RASTER,"0",384,240,HORIZONTAL,neoprint.cpp
supgoal,"Nerae! Super Goal (J 981218 V1.000)","1998",Sega,stvbios,-,-,YES,NO,NO,NO,NO,stv.cpp,INCOMPLETO,RASTER,"0",352,224,HORIZONTAL,stv.cpp
nratechu,"Neratte Chu","1996",Seta,-,-,-,YES,NO,NO,NO,NO,"simple_st0016.cpp",BUONO,RASTER,"0",384,384,HORIZONTAL,"simple_st0016.cpp"
netwars,"Net Wars","1983","Orca (Esco Trading Co license)",-,-,-,YES,NO,NO,NO,NO,espial.cpp,BUONO,RASTER,"90",256,224,VERTICAL,espial.cpp
vfurlong,"Net@Select: Horse Racing - Victory Furlong","2005","Progress / Sammy",awbios,-,-,YES,NO,NO,NO,NO,naomi.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,naomi.cpp
salmankt,"Net@Select: Salaryman Kintaro","2004","Yuki Enterprise / Sammy",awbios,-,-,YES,NO,NO,NO,NO,naomi.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,naomi.cpp
"netchu02","Netchuu Pro Yakyuu 2002 (NPY1 Ver. A)","2002",Namco,"sys246",-,-,YES,NO,NO,NO,YES,"namcops2.cpp",PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,"namcops2.cpp"
newxpang,"New Cross Pang","1999","F2 System",-,-,-,YES,NO,NO,NO,NO,vamphalf.cpp,BUONO,RASTER,"0",320,236,HORIZONTAL,vamphalf.cpp
newfant,"New Fantasia (1995 copyright)","1995","Comad & New Japan System",-,-,-,YES,NO,NO,NO,NO,"expro02.cpp",BUONO,RASTER,"90",256,224,VERTICAL,"expro02.cpp"
nhidctch,"New Hidden Catch (World) / New Tul Lin Gu Lim Chat Ki '98 (Korea) (pcb ver 3.02)","1999",Eolith,-,-,-,YES,NO,NO,NO,NO,eolith.cpp,INCOMPLETO,RASTER,"0",320,240,HORIZONTAL,eolith.cpp
"3in1semi","New HyperMan (3-in-1 with Cookie & Bibi & HyperMan)","1998","SemiCom / XESS",-,-,-,YES,NO,NO,NO,NO,snowbros.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,snowbros.cpp
nhomerun,"NEW Moero!! Pro Yakyuu Homerun Kyousou","1988",Jaleco,-,-,homerun,YES,NO,NO,NO,NO,homerun.cpp,INCOMPLETO,RASTER,"0",256,240,HORIZONTAL,homerun.cpp
nrallyx,"New Rally X","1981",Namco,-,-,rallyx,YES,NO,NO,NO,NO,rallyx.cpp,INCOMPLETO,RASTER,"0",288,224,HORIZONTAL,rallyx.cpp
"newsin7","New Sinbad 7 (set 1)","1983","ATW USA, Inc.",-,-,-,YES,NO,NO,NO,NO,scramble.cpp,BUONO,RASTER,"90",256,224,VERTICAL,scramble.cpp
"pss62","New Super 3D Golf Simulation - Waialae no Kiseki / Super Mahjong 2 (Super Famicom Box)","1994","T&E Soft / I'Max",sfcbox,-,-,YES,NO,NO,NO,NO,sfcbox.cpp,PRELIMINARE,RASTER,"0",384,192,HORIZONTAL,sfcbox.cpp
nyny,"New York! New York!","1980","Sigma Enterprises Inc.",-,-,-,YES,NO,NO,NO,NO,nyny.cpp,INCOMPLETO,RASTER,"270",256,224,VERTICAL,nyny.cpp
news,"News (set 1)","1993","Poby / Virus",-,-,-,YES,NO,NO,NO,NO,news.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,news.cpp
"blitz99","NFL Blitz '99 (ver 1.30, Sep 22 1998)","1998","Midway Games",-,-,-,YES,NO,NO,NO,YES,seattle.cpp,BUONO,RASTER,"0",640,480,HORIZONTAL,seattle.cpp
blitz,"NFL Blitz (boot ROM 1.2)","1997","Midway Games",-,-,-,YES,NO,NO,NO,YES,seattle.cpp,BUONO,RASTER,"0",640,480,HORIZONTAL,seattle.cpp
"blitz2k","NFL Blitz 2000 Gold Edition (ver 1.2, Sep 22 1999)","1999","Midway Games",-,-,-,YES,NO,NO,NO,YES,seattle.cpp,BUONO,RASTER,"0",640,480,HORIZONTAL,seattle.cpp
nflclsfb,"NFL Classic Football (US, NCF3 Ver.A.)","2003",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos10.cpp",PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,"namcos10.cpp"
nflfoot,"NFL Football","1983","Bally Midway",-,-,-,YES,NO,NO,NO,YES,mcr.cpp,PRELIMINARE,RASTER,"0",512,480,HORIZONTAL,mcr.cpp
nibbler,"Nibbler (rev 9, set 1)","1982",Rock-Ola,-,-,-,YES,NO,NO,NO,NO,"snk6502.cpp",BUONO,RASTER,"90",256,224,VERTICAL,"snk6502.cpp"
nitedrvr,"Night Driver","1976",Atari,-,-,-,YES,NO,NO,NO,NO,nitedrvr.cpp,INCOMPLETO,RASTER,"0",256,240,HORIZONTAL,nitedrvr.cpp
nightmare,"Night Mare (Spain)","1982",E.F.O.,-,-,-,YES,NO,NO,NO,NO,nightmare.cpp,PRELIMINARE,RASTER,"90",280,216,VERTICAL,nightmare.cpp
nightrai,"Night Raid (V2.03J 2001/02/26 17:00)","2001",Takumi,"coh3002t",-,-,YES,NO,NO,NO,YES,taitogn.cpp,INCOMPLETO,RASTER,"0",640,480,HORIZONTAL,taitogn.cpp
nslasher,"Night Slashers (Korea Rev 1.3, DE-0397-0 PCB)","1994","Data East Corporation",-,-,-,YES,NO,NO,NO,NO,"deco32.cpp",INCOMPLETO,RASTER,"0",320,240,HORIZONTAL,"deco32.cpp"
cnightst,"Night Star (DECO Cassette) (US) (set 1)","1983","Data East Corporation",decocass,-,-,YES,NO,NO,NO,NO,decocass.cpp,BUONO,RASTER,"270",256,240,VERTICAL,decocass.cpp
nstocker,"Night Stocker (10/6/86)","1986",Bally/Sente,-,-,-,YES,NO,NO,NO,NO,balsente.cpp,BUONO,RASTER,"0",256,240,HORIZONTAL,balsente.cpp
nightstr,"Night Striker (World)","1989","Taito Corporation Japan",-,-,-,YES,NO,NO,NO,NO,taito_z.cpp,INCOMPLETO,RASTER,"0",320,240,HORIZONTAL,taito_z.cpp
nwarr,"Night Warriors: Darkstalkers' Revenge (Euro 950316)","1995",Capcom,-,-,-,YES,NO,NO,NO,NO,"cps2.cpp",BUONO,RASTER,"0",384,224,HORIZONTAL,"cps2.cpp"
nitd,"Nightmare in the Dark","2000","Eleven / Gavaking",neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo.cpp
ninjaslt,"Ninja Assault (World, NJA2 Ver.A)","2000",Namco,naomi,-,-,YES,NO,NO,NO,NO,naomi.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,naomi.cpp
nbbatman,"Ninja Baseball Bat Man (World)","1993",Irem,-,-,-,YES,NO,NO,NO,NO,"m92.cpp",INCOMPLETO,RASTER,"0",320,240,HORIZONTAL,"m92.cpp"
ninclown,"Ninja Clowns (27 oct 91)","1991","Strata/Incredible Technologies",-,-,-,YES,NO,NO,NO,NO,"itech8.cpp",BUONO,RASTER,"0",360,240,HORIZONTAL,"itech8.cpp"
ncombat,"Ninja Combat (NGM-009)","1990","Alpha Denshi Co.",neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo.cpp
ncommand,"Ninja Commando","1992","Alpha Denshi Co.",neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo.cpp
ninjemak,"Ninja Emaki (US)","1986",Nichibutsu,-,-,-,YES,NO,NO,NO,NO,galivan.cpp,PRELIMINARE,RASTER,"270",256,224,VERTICAL,galivan.cpp
pc_ngaid,"Ninja Gaiden (PlayChoice-10)","1989","Tecmo (Nintendo of America license)","playch10",-,-,YES,NO,NO,NO,NO,"playch10.cpp",BUONO,RASTER,"0",256,240,HORIZONTAL,"playch10.cpp"
"pc_ngai2","Ninja Gaiden Episode II: The Dark Sword of Chaos (PlayChoice-10)","1990","Tecmo (Nintendo of America license)","playch10",-,-,YES,NO,NO,NO,NO,"playch10.cpp",BUONO,RASTER,"0",256,240,HORIZONTAL,"playch10.cpp"
"pc_ngai3","Ninja Gaiden Episode III: The Ancient Ship of Doom (PlayChoice-10)","1991","Tecmo (Nintendo of America license)","playch10",-,-,YES,NO,NO,NO,NO,"playch10.cpp",BUONO,RASTER,"0",256,240,HORIZONTAL,"playch10.cpp"
kazan,"Ninja Kazan (World)","1988",Jaleco,-,-,-,YES,NO,NO,NO,NO,"megasys1.cpp",BUONO,RASTER,"0",256,224,HORIZONTAL,"megasys1.cpp"
ninjamas,"Ninja Master's - Haoh-ninpo-cho","1996","ADK / SNK",neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo.cpp
ar_ninj,"Ninja Mission (Arcadia, set 1, V 2.5)","1987","Arcadia Systems",ar_bios,-,-,YES,NO,NO,NO,NO,arsystems.cpp,BUONO,RASTER,"0",724,483,HORIZONTAL,arsystems.cpp
nspirit,"Ninja Spirit (World)","1988",Irem,-,-,-,YES,NO,NO,NO,NO,"m72.cpp",BUONO,RASTER,"0",384,256,HORIZONTAL,"m72.cpp"
"ninjakd2","Ninja-Kid II / NinjaKun Ashura no Shou (set 1)","1987",UPL,-,-,-,YES,NO,NO,NO,NO,"ninjakd2.cpp",BUONO,RASTER,"0",256,192,HORIZONTAL,"ninjakd2.cpp"
ninjakun,"Ninjakun Majou no Bouken","1984","UPL (Taito license)",-,-,-,YES,NO,NO,NO,NO,"nova2001.cpp",BUONO,RASTER,"0",256,192,HORIZONTAL,"nova2001.cpp"
pc_wcup,"Nintendo World Cup (PlayChoice-10)","1990","Technos Japan (Nintendo license)","playch10",-,-,YES,NO,NO,NO,NO,"playch10.cpp",BUONO,RASTER,"0",256,240,HORIZONTAL,"playch10.cpp"
nitrobal,"Nitro Ball (World, set 1)","1992","Data East Corporation",-,-,-,YES,NO,NO,NO,NO,rohga.cpp,INCOMPLETO,RASTER,"270",320,240,VERTICAL,rohga.cpp
niyanpai,"Niyanpai (Japan)","1996",Nichibutsu,-,-,-,YES,NO,NO,NO,NO,niyanpai.cpp,BUONO,RASTER,"0",640,240,HORIZONTAL,niyanpai.cpp
nomnlnd,"No Man's Land","1980",Universal,-,-,-,YES,NO,NO,NO,NO,cosmic.cpp,INCOMPLETO,RASTER,"270",256,192,VERTICAL,cosmic.cpp
noahsark,"Noah's Ark","1983","Enter-Tech, Ltd.",-,-,-,YES,NO,NO,NO,NO,tugboat.cpp,INCOMPLETO,RASTER,"90",240,224,VERTICAL,tugboat.cpp
nob,"Noboranka (Japan)","1986","Coreland / Data East Corporation",-,-,-,YES,NO,NO,NO,NO,"system1.cpp",BUONO,RASTER,"270",512,224,VERTICAL,"system1.cpp"
nost,Nostradamus,"1993",Face,-,-,-,YES,NO,NO,NO,NO,mcatadv.cpp,BUONO,RASTER,"270",320,224,VERTICAL,mcatadv.cpp
takoron,"Noukone Puzzle Takoron (Japan) (GDL-0042)","2006",Compile,naomigd,-,-,YES,NO,NO,NO,YES,naomi.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,naomi.cpp
"nova2001","Nova 2001 (Japan)","1983",UPL,-,-,-,YES,NO,NO,NO,NO,"nova2001.cpp",BUONO,RASTER,"0",256,192,HORIZONTAL,"nova2001.cpp"
numanath,"Numan Athletics (World)","1993",Namco,-,-,-,YES,NO,NO,NO,NO,"namcona1.cpp",BUONO,RASTER,"0",304,224,HORIZONTAL,"namcona1.cpp"
numcrash,"Number Crash","1983","Hanshin Goraku / Peni",-,-,-,YES,NO,NO,NO,NO,pacman.cpp,BUONO,RASTER,"90",288,224,VERTICAL,pacman.cpp
odeontw,"Odeon Twister (v1.4)","19??","CD Express",cubo,-,-,YES,NO,NO,NO,YES,cubo.cpp,PRELIMINARE,RASTER,"0",724,567,HORIZONTAL,cubo.cpp
"odeontw2","Odeon Twister 2 (v202.19)","1999","CD Express",cubo,-,-,YES,NO,NO,NO,YES,cubo.cpp,PRELIMINARE,RASTER,"0",724,567,HORIZONTAL,cubo.cpp
offroadc,"Off Road Challenge (v1.63)","1997",Midway,-,-,-,YES,NO,NO,NO,NO,midvunit.cpp,BUONO,RASTER,"0",512,400,HORIZONTAL,midvunit.cpp
offtwall,"Off the Wall (2/3-player upright)","1991","Atari Games",-,-,-,YES,NO,NO,NO,NO,offtwall.cpp,BUONO,RASTER,"0",336,240,HORIZONTAL,offtwall.cpp
otwalls,"Off the Wall (Sente)","1984",Bally/Sente,-,-,-,YES,NO,NO,NO,NO,balsente.cpp,BUONO,RASTER,"0",256,240,HORIZONTAL,balsente.cpp
officeye,"Office Yeo In Cheon Ha (version 1.2)","2001",Danbi,-,-,-,YES,NO,NO,NO,NO,crystal.cpp,PRELIMINARE,RASTER,"0",320,240,HORIZONTAL,crystal.cpp
offrthnd,"Offroad Thunder","2000","Midway Games",-,-,-,YES,NO,NO,NO,YES,midqslvr.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,midqslvr.cpp
ohmygod,"Oh My God! (Japan)","1993",Atlus,-,-,-,YES,NO,NO,NO,NO,ohmygod.cpp,BUONO,RASTER,"0",320,240,HORIZONTAL,ohmygod.cpp
ohpaipee,"Oh! Paipee (Japan 890227)","1989",Nichibutsu,-,-,-,YES,NO,NO,NO,NO,"nbmj8900.cpp",INCOMPLETO,RASTER,"270",512,240,VERTICAL,"nbmj8900.cpp"
oisipuzl,"Oishii Puzzle Ha Irimasenka","1993","Sunsoft / Atlus",-,-,-,YES,NO,NO,NO,NO,seta.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,seta.cpp
olibochu,Oli-Boo-Chu,"1981","Irem / GDI",-,-,-,YES,NO,NO,NO,NO,olibochu.cpp,PRELIMINARE,RASTER,"270",256,240,VERTICAL,olibochu.cpp
